response_id,employee_id,survey_date,engagement_score,open_text_comment
R03057,E0623,2024-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R03058,E0623,2024-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R03059,E0623,2025-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R03060,E0623,2025-12-01,5,Team collaboration is strong and leadership is supportive.
R03061,E0624,2023-06-01,3,Tools are fine though coordination can improve.
R03062,E0624,2023-12-01,5,The culture encourages learning and innovation.
R03063,E0624,2024-06-01,5,Team collaboration is strong and leadership is supportive.
R03064,E0624,2024-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R03065,E0624,2025-06-01,5,The culture encourages learning and innovation.
R03066,E0624,2025-12-01,2,Workload is high and expectations are unclear.
R03067,E0625,2023-06-01,3,Tools are fine though coordination can improve.
R03068,E0625,2023-12-01,2,Leadership communication lacks clarity.
R03069,E0625,2024-06-01,2,Workload is high and expectations are unclear.
R03070,E0625,2024-12-01,4,Team collaboration is strong and leadership is supportive.
R03071,E0625,2025-06-01,1,Leadership communication lacks clarity.
R03072,E0625,2025-12-01,3,Tools are fine though coordination can improve.
R03073,E0626,2024-12-01,3,Work is steady but processes could improve.
R03074,E0626,2025-06-01,2,Leadership communication lacks clarity.
R03075,E0626,2025-12-01,1,Workload is high and expectations are unclear.
R03076,E0627,2023-06-01,5,I feel valued and have autonomy in my work.
R03077,E0627,2023-12-01,1,Workload is high and expectations are unclear.
R03078,E0627,2024-06-01,2,Workload is high and expectations are unclear.
R03079,E0627,2024-12-01,5,The culture encourages learning and innovation.
R03080,E0627,2025-06-01,4,I feel valued and have autonomy in my work.
R03081,E0627,2025-12-01,1,Leadership communication lacks clarity.
R03082,E0628,2023-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R03083,E0628,2023-12-01,1,Workload is high and expectations are unclear.
R03084,E0628,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R03085,E0628,2024-12-01,4,Team collaboration is strong and leadership is supportive.
R03086,E0628,2025-06-01,4,Team collaboration is strong and leadership is supportive.
R03087,E0628,2025-12-01,1,Leadership communication lacks clarity.
R03088,E0629,2023-06-01,5,Team collaboration is strong and leadership is supportive.
R03089,E0629,2023-12-01,5,I feel valued and have autonomy in my work.
R03090,E0629,2024-06-01,3,Tools are fine though coordination can improve.
R03091,E0629,2024-12-01,1,Leadership communication lacks clarity.
R03092,E0629,2025-06-01,4,Team collaboration is strong and leadership is supportive.
R03093,E0629,2025-12-01,4,The culture encourages learning and innovation.
R03094,E0630,2023-06-01,2,Leadership communication lacks clarity.
R03095,E0630,2023-12-01,5,I feel valued and have autonomy in my work.
R03096,E0630,2024-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R03097,E0630,2024-12-01,4,The culture encourages learning and innovation.
R03098,E0630,2025-06-01,3,Communication is acceptable but priorities shift sometimes.
R03099,E0631,2025-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R03100,E0631,2025-12-01,5,I feel valued and have autonomy in my work.
R03101,E0632,2023-12-01,5,I feel valued and have autonomy in my work.
R03102,E0632,2024-06-01,3,Communication is acceptable but priorities shift sometimes.
R03103,E0633,2023-06-01,5,Team collaboration is strong and leadership is supportive.
R03104,E0633,2023-12-01,3,Communication is acceptable but priorities shift sometimes.
R03105,E0633,2024-06-01,5,The culture encourages learning and innovation.
R03106,E0633,2024-12-01,3,Tools are fine though coordination can improve.
R03107,E0633,2025-06-01,4,Team collaboration is strong and leadership is supportive.
R03108,E0633,2025-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03109,E0634,2023-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R03110,E0634,2023-12-01,5,I feel valued and have autonomy in my work.
R03111,E0634,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R03112,E0634,2024-12-01,2,Workload is high and expectations are unclear.
R03113,E0634,2025-06-01,4,The culture encourages learning and innovation.
R03114,E0634,2025-12-01,3,Work is steady but processes could improve.
R03115,E0635,2023-06-01,4,I feel valued and have autonomy in my work.
R03116,E0635,2023-12-01,5,Team collaboration is strong and leadership is supportive.
R03117,E0635,2024-06-01,2,Workload is high and expectations are unclear.
R03118,E0635,2024-12-01,2,Workload is high and expectations are unclear.
R03119,E0635,2025-06-01,3,Tools are fine though coordination can improve.
R03120,E0635,2025-12-01,3,Communication is acceptable but priorities shift sometimes.
R03121,E0636,2024-06-01,5,I feel valued and have autonomy in my work.
R03122,E0636,2024-12-01,1,Leadership communication lacks clarity.
R03123,E0636,2025-06-01,3,Tools are fine though coordination can improve.
R03124,E0636,2025-12-01,2,Leadership communication lacks clarity.
R03125,E0637,2023-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R03126,E0637,2023-12-01,2,Workload is high and expectations are unclear.
R03127,E0637,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R03128,E0637,2024-12-01,2,Leadership communication lacks clarity.
R03129,E0637,2025-06-01,2,Recognition feels limited and growth opportunities are not transparent.
R03130,E0638,2023-06-01,5,I feel valued and have autonomy in my work.
R03131,E0638,2023-12-01,5,I feel valued and have autonomy in my work.
R03132,E0638,2024-06-01,3,Work is steady but processes could improve.
R03133,E0638,2024-12-01,3,Communication is acceptable but priorities shift sometimes.
R03134,E0638,2025-06-01,3,Communication is acceptable but priorities shift sometimes.
R03135,E0638,2025-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03136,E0639,2023-06-01,3,Tools are fine though coordination can improve.
R03137,E0640,2023-06-01,3,Tools are fine though coordination can improve.
R03138,E0641,2023-06-01,3,Communication is acceptable but priorities shift sometimes.
R03139,E0641,2023-12-01,3,Communication is acceptable but priorities shift sometimes.
R03140,E0641,2024-06-01,5,I feel valued and have autonomy in my work.
R03141,E0642,2023-06-01,4,Team collaboration is strong and leadership is supportive.
R03142,E0642,2023-12-01,4,Team collaboration is strong and leadership is supportive.
R03143,E0642,2024-06-01,4,I feel valued and have autonomy in my work.
R03144,E0642,2024-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03145,E0642,2025-06-01,3,Work is steady but processes could improve.
R03146,E0642,2025-12-01,2,Workload is high and expectations are unclear.
R03147,E0643,2023-06-01,3,Communication is acceptable but priorities shift sometimes.
R03148,E0643,2023-12-01,3,Work is steady but processes could improve.
R03149,E0643,2024-06-01,3,Communication is acceptable but priorities shift sometimes.
R03150,E0643,2024-12-01,4,I feel valued and have autonomy in my work.
R03151,E0643,2025-06-01,5,The culture encourages learning and innovation.
R03152,E0643,2025-12-01,2,Workload is high and expectations are unclear.
R03153,E0644,2023-06-01,5,The culture encourages learning and innovation.
R03154,E0644,2023-12-01,4,I feel valued and have autonomy in my work.
R03155,E0644,2024-06-01,1,Workload is high and expectations are unclear.
R03156,E0644,2024-12-01,2,Workload is high and expectations are unclear.
R03157,E0644,2025-06-01,3,Tools are fine though coordination can improve.
R03158,E0644,2025-12-01,4,The culture encourages learning and innovation.
R03159,E0645,2023-06-01,5,I feel valued and have autonomy in my work.
R03160,E0645,2023-12-01,1,Leadership communication lacks clarity.
R03161,E0645,2024-06-01,4,The culture encourages learning and innovation.
R03162,E0645,2024-12-01,4,Team collaboration is strong and leadership is supportive.
R03163,E0645,2025-06-01,3,Tools are fine though coordination can improve.
R03164,E0645,2025-12-01,5,I feel valued and have autonomy in my work.
R03165,E0646,2023-06-01,1,Workload is high and expectations are unclear.
R03166,E0646,2023-12-01,1,Leadership communication lacks clarity.
R03167,E0646,2024-06-01,3,Communication is acceptable but priorities shift sometimes.
R03168,E0646,2024-12-01,5,I feel valued and have autonomy in my work.
R03169,E0646,2025-06-01,4,I feel valued and have autonomy in my work.
R03170,E0646,2025-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R03171,E0647,2023-06-01,2,Leadership communication lacks clarity.
R03172,E0647,2023-12-01,1,Recognition feels limited and growth opportunities are not transparent.
R03173,E0647,2024-06-01,4,Team collaboration is strong and leadership is supportive.
R03174,E0647,2024-12-01,2,Leadership communication lacks clarity.
R03175,E0647,2025-06-01,3,Tools are fine though coordination can improve.
R03176,E0647,2025-12-01,2,Leadership communication lacks clarity.
R03177,E0648,2023-06-01,1,Recognition feels limited and growth opportunities are not transparent.
R03178,E0648,2023-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03179,E0648,2024-06-01,5,The culture encourages learning and innovation.
R03180,E0648,2024-12-01,3,Tools are fine though coordination can improve.
R03181,E0648,2025-06-01,5,I feel valued and have autonomy in my work.
R03182,E0648,2025-12-01,1,Workload is high and expectations are unclear.
R03183,E0649,2023-06-01,1,Leadership communication lacks clarity.
R03184,E0649,2023-12-01,3,Communication is acceptable but priorities shift sometimes.
R03185,E0649,2024-06-01,4,The culture encourages learning and innovation.
R03186,E0649,2024-12-01,2,Workload is high and expectations are unclear.
R03187,E0649,2025-06-01,3,Communication is acceptable but priorities shift sometimes.
R03188,E0649,2025-12-01,2,Recognition feels limited and growth opportunities are not transparent.
R03189,E0650,2024-06-01,3,Communication is acceptable but priorities shift sometimes.
R03190,E0650,2024-12-01,2,Leadership communication lacks clarity.
R03191,E0650,2025-06-01,3,Communication is acceptable but priorities shift sometimes.
R03192,E0650,2025-12-01,5,The culture encourages learning and innovation.
R03193,E0651,2023-06-01,1,Workload is high and expectations are unclear.
R03194,E0651,2023-12-01,1,Leadership communication lacks clarity.
R03195,E0651,2024-06-01,4,I feel valued and have autonomy in my work.
R03196,E0651,2024-12-01,4,I feel valued and have autonomy in my work.
R03197,E0652,2023-06-01,1,Leadership communication lacks clarity.
R03198,E0652,2023-12-01,1,Leadership communication lacks clarity.
R03199,E0652,2024-06-01,3,Work is steady but processes could improve.
R03200,E0652,2024-12-01,5,I feel valued and have autonomy in my work.
R03201,E0652,2025-06-01,1,Leadership communication lacks clarity.
R03202,E0652,2025-12-01,3,Tools are fine though coordination can improve.
R03203,E0653,2023-06-01,4,I feel valued and have autonomy in my work.
R03204,E0653,2023-12-01,5,I feel valued and have autonomy in my work.
R03205,E0653,2024-06-01,1,Leadership communication lacks clarity.
R03206,E0653,2024-12-01,1,Leadership communication lacks clarity.
R03207,E0653,2025-06-01,1,Leadership communication lacks clarity.
R03208,E0653,2025-12-01,1,Leadership communication lacks clarity.
R03209,E0654,2023-06-01,2,Leadership communication lacks clarity.
R03210,E0654,2023-12-01,1,Leadership communication lacks clarity.
R03211,E0654,2024-06-01,4,The culture encourages learning and innovation.
R03212,E0654,2024-12-01,2,Workload is high and expectations are unclear.
R03213,E0654,2025-06-01,4,I feel valued and have autonomy in my work.
R03214,E0654,2025-12-01,4,I feel valued and have autonomy in my work.
R03215,E0655,2023-06-01,2,Leadership communication lacks clarity.
R03216,E0655,2023-12-01,3,Work is steady but processes could improve.
R03217,E0655,2024-06-01,2,Leadership communication lacks clarity.
R03218,E0655,2024-12-01,5,I feel valued and have autonomy in my work.
R03219,E0655,2025-06-01,4,The culture encourages learning and innovation.
R03220,E0655,2025-12-01,4,Team collaboration is strong and leadership is supportive.
R03221,E0656,2023-06-01,4,The culture encourages learning and innovation.
